#name	chrom	strand	txStart	txEnd	exonEnds	exonStarts
ZNF524	chr19	+	56111735	56114502	56111774,	56113441,
ZNF865	chr19	+	56116771	56128635	56117098,	56124959,
ZNF784	chr19	-	56132108	56135967	56134010,	56135850,
ZNF581	chr19	+	56146825	56156988	56147078,	56155919,
ZNF580	chr19	+	56152262	56154835	56152549,	56153863,
CCDC106	chr19	+	56159401	56164527	56159643,56160443,56160675,56160950,56162861,	56160368,56160571,56160774,56162649,56163796,
U2AF2	chr19	+	56166431	56185664	56166519,56170711,56171587,56171985,56172555,56173984,56175110,56179952,56180158,56180547,56181058,	56170576,56171543,56171882,56172404,56173868,56174972,56179873,56180036,56180449,56180810,56185300,
EPN1	chr19	+	56186592	56220899	56186801,56190221,56197011,56200360,56200737,56201316,56203423,56204162,56204403,56206349,	56189893,56196762,56200236,56200663,56201233,56203120,56204052,56204317,56206092,56206514,
RFPL4A	chr19	+	56270380	56274541	56270541,56273452,	56273158,56273964,
RFPL4AL1	chr19	+	56280507	56284545	56280541,56283456,	56283162,56283968,
NLRP11	chr19	-	56296770	56343360	56297237,56300343,56300765,56303837,56307616,56313105,56319380,56321704,56329602,	56300173,56300595,56303667,56307446,56312938,56319219,56320135,56329270,56343329,
NLRP13	chr19	-	56407311	56443677	56407485,56410303,56413571,56416478,56419322,56422099,56424659,56435345,56436024,56436401,	56410136,56413401,56416308,56419158,56421929,56423072,56435280,56435956,56436333,56443359,
NLRP5	chr19	+	56511092	56573179	56511153,56515461,56520219,56527164,56530764,56531797,56539875,56544147,56545075,56549561,56552458,56561954,56565174,56569776,	56515082,56520154,56527108,56530708,56531741,56538279,56543977,56544908,56549391,56552288,56561784,56565004,56569606,56572762,
ZNF444	chr19	+	56652556	56672261	56652726,56657789,56658577,56669971,	56657616,56658259,56669863,56670993,
AC024580.1	chr19	-	56662314	56663250	56662350,	56662571,
GALP	chr19	+	56687389	56697144	56687431,56688564,56692003,56693621,56694581,	56688439,56691955,56693541,56694504,56696584,
ZSCAN5B	chr19	-	56700939	56709289	56701944,56702356,56703422,56704548,	56702206,56703219,56704038,56709103,
ZSCAN5CP	chr19	+	56713670	56720821	56713691,56717666,56718631,56719553,	56717156,56718428,56719403,56719818,
ZNF582	chr19	-	56894121	56904889	56896553,56901465,56901870,56903201,	56901370,56901744,56903113,56904811,
ZNF583	chr19	+	56915383	56936400	56915458,56918492,56925454,56925809,	56918395,56925328,56925714,56934260,
ZNF667	chr19	-	56950694	56988699	56954110,56969616,56972184,56973798,56983556,56985493,	56969524,56972058,56973707,56983068,56985381,56988641,
ZNF471	chr19	+	57019212	57041590	57019289,57022973,57027770,57029946,	57022886,57027644,57029851,57035693,
ZFP28	chr19	+	57050317	57068179	57050595,57051085,57059003,57059271,57060490,57061550,57061974,	57050994,57058877,57059176,57060327,57061436,57061879,57065053,
ZNF470	chr19	+	57078880	57094262	57079407,57080252,57081740,57085889,57086102,	57080127,57081649,57085763,57086007,57088081,
ZNF71	chr19	+	57106668	57137849	57106796,57112959,	57112875,57132636,
SMIM17	chr19	+	57154513	57167134	57154578,57157204,57159002,	57156936,57158926,57166471,
ZNF835	chr19	-	57173349	57183128	57176613,	57182944,
ZIM2	chr19	-	57285920	57352075	57286897,57290840,57293489,57301319,57330070,57333122,57334204,57335047,57335795,57347472,	57290745,57293321,57301240,57329968,57333019,57334121,57334958,57335630,57347386,57351950,
PEG3	chr19	-	57321451	57352064	57328947,57329203,57330070,57333122,57334204,57335047,57336109,57337831,57347472,	57329114,57329968,57333019,57334121,57334961,57335630,57337756,57347386,57351950,
USP29	chr19	+	57631411	57643294	57631597,57633842,57635507,	57633693,57635407,57640028,
ZIM3	chr19	-	57645464	57656570	57647463,57648339,57649966,57654053,	57648241,57649840,57653997,57656227,
ZNF264	chr19	+	57702868	57734214	57703314,57705369,57716860,	57705243,57716765,57722722,
AURKC	chr19	+	57742431	57746916	57742674,57743155,57743592,57744048,57744976,57746426,	57743110,57743401,57743910,57744828,57746252,57746615,
ZNF805	chr19	+	57752260	57766071	57752289,57755417,57760068,	57755291,57759973,57764441,
ZNF543	chr19	+	57831877	57842144	57832239,57835176,57838096,	57835050,57838001,57839072,
ZNF304	chr19	+	57862675	57871266	57862785,57863065,57865219,	57862860,57865093,57867398,
TRAPPC2P1	chr19	+	57874879	57876721	57875071,	57876183,
ZNF547	chr19	+	57874934	57890933	57875071,57879947,57883276,	57879912,57883150,57888496,
AC003002.4	chr19	+	57874934	57909952	57875071,57879947,57883276,	57879912,57883150,57909798,
ZNF548	chr19	+	57901218	57914360	57901482,57908542,	57908416,57909798,
AC003002.6	chr19	+	57901376	57931362	57901482,57905591,57929406,	57905556,57929280,57931003,
ZNF17	chr19	+	57922547	57933171	57922774,57929406,	57929280,57931003,
ZNF749	chr19	+	57946697	57956853	57946961,57953379,	57953253,57954659,
AC004076.9	chr19	-	57949338	57988871	57949460,57967111,57967550,57987154,57988040,	57967021,57967494,57987028,57988002,57988645,
ZNF772	chr19	-	57980954	57988938	57985789,57986514,57987154,57988040,	57986392,57987028,57988002,57988645,
AC003005.4	chr19	+	57999086	58016728	57999351,58002965,58016154,	58002839,58016025,58016670,
ZNF419	chr19	+	57999109	58007465	57999351,58001553,58002965,	58001515,58002836,58004224,
ZNF773	chr19	+	58011309	58019529	58011481,58016154,58016768,	58016025,58016670,58017726,
ZNF549	chr19	+	58038693	58052131	58038974,58046638,	58046512,58048572,
ZNF416	chr19	-	58082934	58090295	58085069,58087298,58089466,	58087172,58089425,58090040,
ZIK1	chr19	+	58095510	58105145	58095757,58096358,58100033,	58096320,58099907,58101379,
ZNF530	chr19	+	58111253	58119635	58111502,58115774,	58115645,58117054,
ZNF134	chr19	+	58125619	58136091	58125871,58130876,	58130780,58131528,
ZNF211	chr19	+	58144584	58154105	58144804,58145429,58146123,58151435,	58145391,58145997,58151280,58152072,
ZSCAN4	chr19	+	58180303	58190520	58180571,58181935,58187909,58189447,	58181613,58187409,58189282,58189534,
ZNF154	chr19	-	58208735	58220536	58212513,58214156,58216347,	58212606,58216221,58220307,
ZNF671	chr19	-	58231119	58238992	58233065,58233806,58234708,	58233684,58234582,58238759,
ZNF776	chr19	+	58258164	58269527	58258459,58262279,	58262153,58264659,
ZNF586	chr19	+	58281038	58291945	58281246,58288037,	58287911,58290119,
ZNF552	chr19	-	58318450	58326281	58320471,58324788,	58324662,58326079,
CTD-2583A14.10	chr19	+	58331174	58370279	58331313,58367601,	58367472,58369944,
ZNF587B	chr19	+	58341681	58353944	58341932,58350517,	58350391,58352206,
ZNF587	chr19	+	58361225	58376480	58361439,58367601,	58367472,58369944,
ZNF814	chr19	-	58383847	58400405	58386594,58388410,	58388284,58400135,
CTD-2583A14.9	chr19	-	58388133	58427959	58388410,58400376,58413083,58423554,58427033,	58400135,58413025,58423428,58426933,58427747,
ZNF417	chr19	-	58418214	58427944	58421482,58423557,	58423428,58427747,
ZNF418	chr19	-	58433252	58445331	58433997,58434657,58439415,58441922,	58434560,58436991,58441796,58445185,
C19orf18	chr19	-	58469805	58485902	58470085,58472919,58478000,58483872,58485571,	58472759,58477898,58483831,58485467,58485680,
ZNF606	chr19	-	58488421	58514717	58491647,58499670,58500089,58511264,58512107,58512738,	58499575,58499963,58511176,58512051,58512657,58514148,
ZSCAN1	chr19	+	58545434	58565999	58545529,58547379,58549574,58551912,58563996,	58547338,58549096,58551818,58563858,58564797,
ZNF135	chr19	+	58570637	58579998	58570678,58571403,58573074,58574909,	58571342,58572948,58574814,58578073,
ZSCAN18	chr19	-	58595206	58609577	58596746,58597633,58598375,58598771,58600204,58601753,	58597541,58598273,58598683,58600055,58601232,58609297,
ZNF329	chr19	-	58637619	58662154	58640878,58644043,58654028,58654565,	58643609,58653924,58654472,58662119,
ZNF544	chr19	+	58740831	58774556	58740936,58741828,58755422,58757793,58758160,	58741760,58755331,58757667,58758077,58772217,
CTD-3138B18.4	chr19	+	58740831	58798173	58740936,58755422,58757756,58758160,	58755331,58757667,58758077,58797083,
ZNF8	chr19	+	58790317	58814171	58790513,58797209,58797571,	58797083,58797476,58805464,
AC010642.1	chr19	+	58790332	58826563	58791975,58797209,58797571,58806947,58817582,58823828,	58797083,58797476,58805464,58817454,58823532,58826114,
A1BG	chr19	-	58858216	58864865	58858395,58859006,58862017,58863053,58863921,58864563,58864693,	58858719,58861736,58862757,58863649,58864294,58864658,58864770,
ZNF497	chr19	-	58865723	58874120	58869015,58869951,	58869855,58874043,
ZNF837	chr19	-	58878985	58892389	58880728,58881295,	58881084,58892308,
RPS5	chr19	+	58897767	58906173	58897989,58898706,58899612,58904552,58904854,58905962,	58898399,58899504,58904343,58904726,58905864,58906049,
ZNF584	chr19	+	58919992	58929694	58920532,58921458,58927013,	58921308,58926891,58928178,
ZNF132	chr19	-	58944181	58951589	58946578,58948582,	58948414,58951126,
ZNF324B	chr19	+	58962971	58969200	58963071,58965189,58965711,	58965063,58965595,58966550,
ZNF446	chr19	+	58987531	58992597	58987871,58988927,58989193,58989548,58991094,58991386,	58988546,58989004,58989454,58991010,58991297,58991543,
SLC27A5	chr19	-	59009704	59023432	59010058,59010282,59010587,59011057,59011796,59012073,59012777,59021372,59022297,	59010152,59010490,59010859,59011706,59011879,59012653,59021214,59022088,59022635,
ZBTB45	chr19	-	59024897	59030921	59025677,59029040,	59027762,59030630,
TRIM28	chr19	+	59055836	59062083	59056464,59056904,59057263,59058878,59059080,59059273,59059547,59059775,59059959,59060143,59060277,59060607,59061017,59061227,59061402,59061651,	59056792,59057131,59058743,59058964,59059159,59059401,59059661,59059853,59060107,59060229,59060355,59060698,59061104,59061316,59061514,59061744,
CHMP2A	chr19	-	59062933	59066005	59063143,59063334,59063552,59063805,	59063273,59063422,59063626,59065412,
UBE2M	chr19	-	59067079	59070327	59067596,59067746,59068157,59068297,59068524,	59067683,59068054,59068259,59068430,59069640,
MZF1	chr19	-	59073300	59084942	59074871,59080764,59080953,59081894,59082796,	59080644,59080883,59081711,59082361,59084422,
PLCB1	chr20	+	8112912	8865550	8113397,8131018,8352097,8609078,8626828,8628600,8630096,8637931,8639351,8665725,8678430,8689399,8696995,8698495,8703068,8705399,8708040,8709821,8714039,8717839,8720007,8721095,8722220,8737825,8741107,8746005,8755366,8769172,8769369,8770222,8770908,	8130941,8352029,8608941,8626749,8628547,8630021,8637831,8639185,8665579,8678273,8689317,8696911,8698318,8703001,8705303,8707956,8709697,8713885,8717675,8719908,8720991,8722111,8737693,8741054,8745786,8755186,8769096,8769280,8770165,8770822,8862269,
ATP9A	chr20	-	50213053	50385173	50217886,50221559,50224123,50225165,50226704,50230371,50234093,50235345,50235582,50238711,50241901,50244222,50245611,50256043,50273689,50286648,50287796,50290852,50292747,50305678,50307358,50310641,50312683,50314021,50329613,50342471,50346517,	50221356,50224066,50225057,50226640,50230216,50234029,50235201,50235493,50238613,50241731,50244139,50245519,50255882,50273477,50286536,50287654,50290692,50292671,50305603,50307278,50310547,50312632,50313963,50329505,50342358,50346373,50384841,
STK35	chr20	+	2082257	2129201	2082821,2084011,2098061,	2083414,2097312,2124430,
RP5-1187M17.10	chr20	-	3143263	3149207	3145798,3147006,	3146143,3147351,
PLCB4	chr20	+	9288447	9461889	9288545,9317853,9318714,9319684,9343622,9346161,9351942,9353050,9353751,9360809,9365058,9368203,9370605,9371262,9374325,9376265,9382237,9388705,9389364,9389828,9391735,9400556,9402108,9404599,9416295,9417799,9424677,9424890,9434109,9438136,9440457,9449319,9453494,9454012,9457400,	9317773,9318655,9319541,9343543,9346108,9351861,9352950,9353694,9360701,9364848,9368110,9370526,9371178,9374235,9376170,9382137,9388564,9389280,9389704,9391684,9400454,9401944,9404395,9416207,9417649,9424628,9424825,9433994,9438061,9440282,9449218,9453437,9453926,9457364,9459568,
SLX4IP	chr20	+	10415951	10608682	10416101,10438879,10536968,10541468,10579400,10582467,10602062,	10438824,10536879,10541348,10579323,10582379,10601962,10603307,
MACROD2	chr20	+	13976015	16033842	13976455,13983050,14066374,14474154,14665605,15210707,15412080,15480492,15843471,15866456,15913983,15918189,15948275,15967446,15967803,16021923,	13982934,14066267,14474125,14665489,15210586,15412050,15480419,15843390,15866409,15913921,15918121,15948198,15967372,15967711,16021846,16030475,
RIN2	chr20	+	19867165	19983101	19867424,19870302,19915843,19937451,19941455,19945668,19951573,19956431,19970955,19972943,19977486,	19870210,19915743,19937259,19941344,19945596,19951482,19955298,19970650,19972812,19977323,19981257,
MYLK2	chr20	+	30407111	30422492	30407435,30408349,30409540,30411385,30412155,30414517,30414741,30418692,30418944,30419658,30419939,	30407929,30409242,30411280,30412062,30414408,30414600,30418622,30418816,30419506,30419807,30421520,
EFCAB8	chr20	+	31446729	31549415	31446812,31451640,31455553,31463850,31466613,31473446,31477212,31480103,31481104,31484333,31486429,31494435,31494800,31496218,31497737,31499513,31500670,31505311,31506380,31508021,31518422,31519142,31531610,31546356,31547788,31547967,	31451589,31455388,31463732,31466510,31473311,31477107,31480019,31480980,31484260,31486299,31494368,31494649,31496081,31497627,31499286,31500600,31505107,31506168,31507884,31518204,31518984,31531442,31546227,31547584,31547869,31548942,
CNBD2	chr20	+	34556529	34618622	34556735,34560688,34563924,34568544,34572060,34572700,34575455,34583074,34596396,34599179,34611693,	34560551,34563871,34568381,34571904,34572549,34575317,34582960,34596219,34599059,34611536,34618279,
RBL1	chr20	-	35624752	35724398	35627332,35632269,35635962,35646772,35649133,35651229,35661279,35663911,35668688,35672653,35675593,35684059,35684661,35689672,35690673,35693876,35695287,35695524,35695700,35696589,35717525,	35632105,35635814,35646682,35649062,35651053,35661068,35663645,35668556,35672489,35675456,35683956,35684549,35689506,35690487,35693827,35695127,35695396,35695636,35696389,35717392,35724176,
RPRD1B	chr20	+	36661948	36720768	36662500,36668966,36676883,36686046,36687922,36694658,	36668837,36676750,36685934,36687796,36694483,36718128,
ZHX3	chr20	-	39807088	39928718	39813841,39833706,39883275,39897723,	39830697,39883228,39897619,39928606,
PTPRT	chr20	-	40701392	41818373	40709572,40710657,40713485,40714493,40727192,40730937,40733358,40735561,40739127,40743955,40747140,40748611,40757470,40770642,40790182,40828028,40864898,40877462,40911165,40944636,40979370,40980925,41076969,41101202,41306799,41385276,41400190,41408939,41420106,41514572,	40710522,40713322,40714368,40727061,40730764,40733209,40735426,40738973,40743839,40747043,40748575,40757394,40770555,40789992,40827880,40864869,40877327,40911129,40944363,40979268,40980724,41076860,41100906,41306506,41385102,41400075,41408858,41419835,41514447,41818286,
NCOA3	chr20	+	46130671	46282363	46130763,46212005,46251074,46252827,46254225,46255920,46256493,46256767,46262380,46262939,46264457,46265506,46266527,46267946,46268566,46268795,46271128,46276110,46277853,46280020,46281324,46281816,	46211927,46250973,46252655,46254125,46255746,46256305,46256666,46262240,46262792,46264066,46264635,46266392,46267752,46268321,46268669,46270957,46275817,46277749,46279726,46281150,46281675,46282150,
FAM65C	chr20	-	49202645	49308065	49203869,49204429,49206306,49209083,49209733,49211251,49212041,49212800,49214247,49219181,49221311,49225071,49225275,49225492,49225893,49226259,49227443,49227741,49232617,49236669,49247393,	49204339,49206223,49208881,49209572,49211090,49211906,49212677,49214117,49218609,49221182,49224926,49225150,49225449,49225830,49226110,49227390,49227718,49232539,49236523,49247275,49307663,
OSBPL2	chr20	+	60813541	60871268	60813653,60831277,60835181,60838747,60847315,60848462,60854395,60856221,60856935,60859225,60861767,60864386,60866849,	60831113,60835037,60838672,60847181,60848365,60854213,60856114,60856846,60859102,60861639,60864263,60866759,60868841,
C20orf96	chr20	-	251504	271390	251908,256727,257520,257786,258024,259070,259971,264722,270317,270948,	256609,257434,257685,257867,258971,259813,264604,270200,270900,271232,
RBCK1	chr20	+	388697	411610	389423,390669,398263,398574,400112,400375,401675,402882,408136,409233,409738,	390525,398170,398376,399991,400202,401515,402771,407957,409135,409595,410994,
CSNK2A1	chr20	-	461741	524465	464720,467106,468219,469422,470525,473008,476446,478424,479949,480578,485873,489304,508693,	467020,468071,469322,470424,472898,476363,478365,479899,480477,485762,489095,508577,524316,
RP5-850E9.3	chr20	-	627270	656444	629561,634964,	634875,656113,
SCRT2	chr20	-	642240	656823	645105,	656113,
RP11-314N13.10	chr20	-	1299017	1373740	1299062,1300303,1301079,1372365,1373525,	1300152,1301007,1372247,1373478,1373606,
NSFL1C	chr20	-	1422807	1448337	1424556,1426475,1433275,1433785,1434950,1435777,1438919,1445071,	1426311,1433138,1433676,1434858,1435612,1438845,1444974,1447365,
SIRPB1	chr20	-	1544167	1600655	1546143,1546913,1551783,1552683,1559340,	1546799,1551451,1552366,1558984,1600515,
PDYN	chr20	-	1959403	1974394	1961604,1963749,1973289,	1963602,1973230,1974333,
TMC2	chr20	+	2517253	2622430	2517301,2517962,2539420,2542656,2552915,2559873,2560702,2573054,2575613,2577944,2582947,2591244,2592986,2593968,2596850,2597957,2605042,2616650,2618237,	2517915,2539102,2542504,2552825,2559792,2560596,2572956,2575471,2577797,2582759,2591065,2592837,2593840,2596783,2597718,2604917,2616572,2618120,2621780,
PTPRA	chr20	+	2854135	3019722	2854406,2903931,2928670,2944996,2945848,2967495,2968751,2969120,2985792,2988066,2996531,2998559,3002074,3002866,3003470,3005267,3007426,3007843,3008487,3016356,3016587,3017935,	2903853,2928628,2944918,2945507,2967411,2968678,2968984,2985702,2987990,2996495,2998462,3001955,3002700,3003335,3005118,3007333,3007767,3008353,3016231,3016436,3017800,3018705,
C20orf194	chr20	-	3229951	3388272	3233330,3234465,3235930,3236857,3240200,3240674,3245170,3251208,3259595,3262412,3268436,3270863,3274902,3275275,3277596,3278822,3285190,3295767,3296432,3297440,3299047,3302909,3303343,3305615,3306931,3311329,3313008,3321286,3324378,3329270,3340240,3354801,3355773,3356949,3362145,3363153,	3234372,3235865,3236652,3240126,3240568,3245084,3251073,3259558,3262287,3268278,3270775,3274785,3275174,3277508,3278676,3285087,3295680,3296382,3297370,3298936,3302864,3303299,3305539,3306844,3311293,3312927,3321151,3324323,3329172,3340163,3354695,3355677,3356825,3362026,3363074,3388122,
ATRN	chr20	+	3451687	3631769	3452164,3515983,3520982,3526537,3528136,3529985,3540130,3541552,3543106,3544010,3546079,3553598,3556595,3557644,3559419,3563001,3564730,3565527,3571953,3575219,3577076,3578647,3581671,3584909,3605219,3615036,3619582,3624915,	3515900,3520869,3526409,3527931,3529817,3540040,3541309,3542923,3543856,3545995,3553378,3556474,3557506,3559229,3562782,3564545,3565294,3571816,3575126,3577024,3578553,3581593,3584752,3605158,3614958,3619475,3624801,3627370,
SIGLEC1	chr20	-	3667617	3687775	3669266,3669874,3670349,3670911,3672247,3672849,3673419,3673778,3674345,3675179,3675570,3677535,3677989,3678780,3680106,3682288,3684098,3684738,3686687,3687353,	3669802,3670247,3670609,3671987,3672550,3673168,3673509,3674094,3674868,3675310,3677233,3677732,3678445,3679849,3681989,3683844,3684472,3686391,3686994,3687727,
RNF24	chr20	-	3907956	3996036	3914848,3915720,3925865,3928926,3944671,	3915641,3925824,3928884,3944522,3995792,
PRNT	chr20	-	4711928	4721314	4713731,	4720786,
SLC23A2	chr20	-	4833002	4982145	4837850,4840030,4842731,4843553,4848521,4850699,4854738,4855342,4864469,4865469,4866555,4880358,4883204,4893624,4913362,4951565,	4839935,4842594,4843424,4848416,4850552,4854582,4855222,4864288,4865399,4866467,4880201,4883088,4893526,4913101,4951439,4982052,
CDS2	chr20	+	5107432	5178533	5107795,5154305,5155925,5157391,5159602,5163091,5163789,5165591,5166472,5167485,5169832,5170484,	5154169,5155829,5157294,5159463,5163033,5163707,5165504,5166404,5167333,5169713,5170381,5170748,
C20orf196	chr20	+	5731043	5844558	5731125,5753689,	5753508,5843670,
CHGB	chr20	+	5892076	5906007	5892328,5897018,5897565,5904746,	5896972,5897472,5902981,5905618,
LRRN4	chr20	-	6021424	6034695	6022892,6025326,6031629,6033450,	6025189,6031425,6032791,6034476,
HAO1	chr20	-	7863628	7921121	7864310,7866237,7866511,7875871,7886976,7895066,7915282,	7866168,7866353,7875780,7886801,7894811,7915131,7920933,
TMX4	chr20	-	7957995	8000476	7963268,7964504,7968036,7976718,7980507,7982188,7990962,	7964441,7967935,7976673,7980379,7982143,7990847,8000085,
PAK7	chr20	-	9518036	9819479	9520264,9523367,9525141,9538381,9543671,9547031,9561577,9624987,9692083,9765154,	9523233,9525016,9538255,9543538,9546540,9560792,9624773,9691934,9765006,9819410,
SNAP25	chr20	+	10199481	10288066	10199625,10256211,10258374,10265420,10273647,10277698,10280060,	10256077,10258333,10265372,10273530,10277573,10279916,10286777,
SPTLC3	chr20	+	12989642	13149750	12990032,13029778,13053058,13055145,13071855,13074224,13090864,13098372,13107364,13134785,13140779,	13029593,13052904,13054997,13071731,13074131,13090759,13098153,13107238,13134650,13140650,13145401,
ISM1	chr20	+	13202418	13281298	13202561,13251390,13260545,13269330,13273110,	13251151,13260281,13269187,13273021,13279589,
TASP1	chr20	-	13370039	13619587	13371099,13398168,13415801,13463984,13509158,13514788,13539761,13550233,13561628,13568017,13604161,13605899,13610799,	13398095,13415691,13463874,13509080,13514669,13539655,13550154,13561544,13567897,13604093,13605832,13610581,13619541,
ESF1	chr20	-	13694969	13765532	13695814,13698161,13699631,13709112,13714489,13740500,13747571,13750667,13752129,13753261,13755916,13756916,13763829,	13698015,13699555,13709025,13714368,13740339,13747424,13750553,13751977,13753161,13755803,13756519,13763150,13765468,
SEL1L2	chr20	-	13830049	13971255	13830250,13830965,13840080,13845887,13846160,13847496,13850236,13850849,13856761,13858234,13866049,13867088,13868496,13868647,13869158,13894590,13899769,13912417,13936777,	13830837,13839908,13845813,13845995,13847348,13850149,13850787,13856684,13858166,13865993,13866934,13868415,13868588,13869105,13894428,13899667,13912249,13936722,13971123,
KIF16B	chr20	-	16252749	16554078	16254056,16293063,16316660,16337097,16351281,16352406,16355054,16360808,16362392,16385546,16387101,16407886,16409649,16410627,16474995,16478323,16485192,16486498,16486835,16488745,16492172,16493568,16496309,16506850,16509085,	16292980,16316571,16336975,16351231,16352310,16354902,16359450,16362339,16385458,16387019,16407749,16409598,16410508,16474936,16478258,16485017,16486367,16486667,16488603,16492063,16493471,16496193,16506737,16509016,16553874,
PCSK2	chr20	+	17207636	17465223	17208127,17240989,17339085,17341285,17349922,17389984,17410168,17417528,17434602,17437093,17446198,	17240885,17338972,17341177,17349885,17389908,17410080,17417353,17434387,17436993,17445971,17462229,
DSTN	chr20	+	17550508	17590564	17550856,17581690,17585276,	17581383,17585200,17587682,
BANF2	chr20	+	17680593	17716516	17680700,17705796,	17705668,17716310,
MGME1	chr20	+	17949556	17971765	17949784,17951013,17956546,17968941,	17950444,17956327,17968809,17970582,
DTD1	chr20	+	18568537	18744561	18568759,18574465,18576885,18608877,18724915,	18574375,18576650,18608771,18724744,18744004,
SLC24A3	chr20	+	19193290	19703581	19193628,19261731,19496208,19560718,19565699,19566188,19634780,19646533,19654298,19662635,19664980,19666005,19674069,19677555,19679324,19698237,	19261603,19496132,19560644,19565615,19566085,19634706,19646508,19654245,19662502,19664820,19665744,19673903,19677441,19679212,19698172,19701635,
CFAP61	chr20	+	20033196	20341346	20033235,20037440,20051648,20055022,20055900,20056259,20071620,20079458,20123592,20140088,20144872,20147080,20150104,20168700,20172063,20177420,20180546,20209020,20226859,20232407,20243774,20258102,20269580,20271035,20279030,20322565,	20037262,20051498,20054946,20055833,20056133,20071488,20079299,20123501,20140014,20144694,20147041,20149965,20168574,20171986,20177214,20180412,20208893,20226761,20232239,20243600,20257810,20269253,20270944,20278825,20322475,20340854,
RALGAPA2	chr20	-	20373411	20693131	20373897,20377378,20392792,20453600,20475919,20484150,20486178,20491969,20493928,20501744,20505187,20505542,20507006,20512439,20516447,20517428,20527476,20552257,20552590,20553712,20563870,20565599,20570009,20571958,20582490,20586056,20592070,20596835,20600058,20601274,20610234,20616261,20618145,20620544,20621522,20624193,20634231,20656932,20661445,	20377339,20392671,20453473,20475761,20483995,20486055,20491898,20493157,20501561,20505050,20505474,20506896,20512331,20516389,20517300,20527348,20552102,20552492,20553519,20563694,20565509,20569912,20571821,20582326,20585819,20591959,20596687,20599921,20601107,20610007,20616062,20618007,20620429,20621345,20624150,20634174,20656880,20661335,20693018,
XRN2	chr20	+	21283942	21370465	21284111,21307044,21307239,21309308,21311177,21311343,21312271,21312456,21313078,21314256,21314475,21314632,21314823,21319726,21321490,21324846,21327188,21328891,21329068,21330099,21335510,21336815,21337303,21338430,21346127,21346342,21349228,21362695,21367644,	21306917,21307128,21309197,21311119,21311254,21312199,21312406,21312921,21314182,21314342,21314575,21314716,21319682,21321359,21324728,21327053,21328784,21328979,21330027,21335427,21336718,21337224,21338374,21346059,21346211,21349101,21362632,21367506,21369911,
AL096677.1	chr20	-	23330015	23334066	23330039,23330262,	23330259,23334039,
SYNDIG1	chr20	+	24449835	24647252	24450389,24524213,24565629,	24523656,24565492,24645982,
ACSS1	chr20	-	24986868	25038818	24988577,24990024,24993300,24993575,24994298,24994709,24995866,25000783,25002172,25003728,25004277,25011594,25028817,	24989906,24993237,24993448,24994172,24994597,24995774,25000646,25002025,25003576,25004102,25011395,25028721,25038405,
ABHD12	chr20	-	25280834	25371612	25281520,25282982,25284264,25287551,25288681,25289130,25290211,25295606,25297714,25300954,25304066,25319987,	25282855,25284186,25287469,25288602,25289093,25290082,25295561,25297684,25300835,25303961,25319863,25371149,
GINS1	chr20	+	25388363	25429191	25388531,25394490,25397838,25398831,25405963,25422412,	25394426,25397740,25398741,25405847,25422338,25426559,
NINL	chr20	-	25433341	25566153	25434278,25436422,25439165,25442271,25443177,25448094,25450731,25457725,25459842,25460903,25462736,25469960,25470621,25472161,25477439,25478982,25481646,25484740,25485714,25491376,25493642,25498485,25507234,	25436309,25439019,25442158,25443019,25448025,25450627,25456679,25459559,25460797,25462604,25469880,25470511,25471987,25477299,25478846,25481476,25484588,25485524,25491310,25493470,25498389,25507044,25566091,
FAM182B	chr20	-	25754654	25843837	25755948,25829584,	25829341,25843696,
HM13	chr20	+	30102231	30159409	30102537,30115385,30126064,30132838,30136917,30137135,30137924,30142632,30147450,30149539,30154098,30156027,	30115287,30125982,30132750,30136832,30137010,30137867,30142549,30147414,30149437,30154013,30155881,30156923,
BCL2L1	chr20	-	30252255	30310400	30253889,	30309458,
PDRG1	chr20	-	30532145	30539895	30533692,30534379,30536685,30538190,	30534299,30536611,30538115,30539678,
HCK	chr20	+	30639991	30689655	30640289,30659585,30661164,30661621,30662524,30667680,30671846,30672346,30674610,30676447,30681819,30686938,	30659465,30661122,30661519,30662426,30667577,30671697,30672194,30674431,30676371,30681666,30686807,30689120,
POFUT1	chr20	+	30795683	30826470	30795868,30797995,30803254,30804524,30816258,30818864,	30797874,30803072,30804412,30816066,30818622,30822276,
NOL4L	chr20	-	31030862	31071274	31035619,31040240,31040809,31041298,31041564,31044198,31062545,	31040039,31040687,31041107,31041379,31043921,31062404,31071165,
COMMD7	chr20	-	31290493	31331803	31291260,31291873,31292291,31292706,31294422,31294562,31315802,31315949,	31291825,31292242,31292616,31294385,31294506,31315700,31315896,31331114,
SUN5	chr20	-	31571579	31592239	31571755,31572991,31573709,31575581,31577504,31583533,31584164,31585493,31587941,31589084,31590467,31590725,	31572905,31573542,31575466,31577426,31583425,31584130,31585444,31587880,31589018,31590393,31590667,31592070,
CDK5RAP1	chr20	-	31946645	31989367	31946929,31948297,31954814,31958435,31960503,31962018,31967497,31973576,31975339,31980048,31981872,31982922,31984890,	31948157,31954665,31958305,31960448,31961921,31967267,31973456,31975129,31979948,31981838,31982819,31984567,31989234,
CBFA2T2	chr20	+	32077893	32233347	32078107,32194905,32199141,32207412,32211102,32212823,32216241,32217720,32224514,32228337,	32194762,32198900,32207323,32210921,32212570,32216156,32217525,32224446,32228147,32232153,
